ID ECAO	Anatomical Structure	Type (is-a)	Part of	Develops from	Starts at stage	Ends at stage	Description	Synonyms	UBERON type	UBERON (non-exact)	Cell type (is-a)	Cell type (non-exact)	Pubmed id	Comments	XAO Type	Pliv comments	GeneOntology type	URCH specific	hasNoOnto	Taxon	Pubmed references	Reference	Time for P. lividus at 18ÃƒÂ‚Ã‚Â°C	stage preceded by	subset				
ECAO:0111690	body rod middle portion	skeletal rod middle portion	body rod		stage 16	larval development	The middle portion of a body rod, i.e., comprised between the distal and proximal tips of the rod.																		echinoderm_anatomy				
ECAO:0111700	right body rod middle portion	body rod middle portion	right body rod		stage 16	larval development	The middle portion of a right body rod.																		echinoderm_anatomy				
ECAO:0111710	left body rod middle portion	body rod middle portion	left body rod		stage 16	larval development	The middle portion of a left body rod.																		echinoderm_anatomy				
ECAO:0111720	body rod skeletogenic mesenchyme cell	skeletal rod skeletogenic mesenchyme cell	body rod		stage 16	larval development	A skeletogenic mesenchyme cell part of a body rod.																		echinoderm_anatomy				
ECAO:0111730	right body rod skeletogenic mesenchyme cell	body rod skeletogenic mesenchyme cell	right body rod		stage 16	larval development	A skeletogenic mesenchyme cell part of a right body rod.																		echinoderm_anatomy				
ECAO:0111740	left body rod skeletogenic mesenchyme cell	body rod skeletogenic mesenchyme cell	left body rod		stage 16	larval development	A skeletogenic mesenchyme cell part of a left body rod.																		echinoderm_anatomy				
ECAO:0111750	body rod distal tip skeletogenic mesenchyme cell	skeletal rod skeletogenic mesenchyme cell	body rod distal tip		stage 16	larval development	A skeletogenic mesenchyme cell composing the distal tip of a body rod.																		echinoderm_anatomy				
ECAO:0111760	right body rod distal tip skeletogenic mesenchyme cell	body rod distal tip skeletogenic mesenchyme cell	right body rod distal tip		stage 16	larval development	A skeletogenic mesenchyme cell composing the distal tip of a right body rod.																		echinoderm_anatomy				
ECAO:0111770	left body rod distal tip skeletogenic mesenchyme cell	body rod distal tip skeletogenic mesenchyme cell	left body rod distal tip		stage 16	larval development	A skeletogenic mesenchyme cell composing the distal tip of a left body rod.																		echinoderm_anatomy				
ECAO:0111780	body rod proximal tip skeletogenic mesenchyme cell	skeletal rod skeletogenic mesenchyme cell	body rod proximal tip		stage 16	larval development	A skeletogenic mesenchyme cell composing the proximal tip of a body rod.																		echinoderm_anatomy				
ECAO:0111790	right body rod proximal tip skeletogenic mesenchyme cell	body rod proximal tip skeletogenic mesenchyme cell	right body rod proximal tip		stage 16	larval development	A skeletogenic mesenchyme cell composing the proximal tip of a right body rod.																		echinoderm_anatomy				
ECAO:0111800	left body rod proximal tip skeletogenic mesenchyme cell	body rod proximal tip skeletogenic mesenchyme cell	left body rod proximal tip		stage 16	larval development	A skeletogenic mesenchyme cell composing the proximal tip of a left body rod.																		echinoderm_anatomy				
ECAO:0111810	body rod middle portion skeletogenic mesenchyme cell	skeletal rod middle portion skeletogenic mesenchyme cell	body rod middle portion		stage 16	larval development	A skeletogenic mesenchyme cell composing the middle portion of a body rod, comprised between the distal and proximal tips of the rod.																		echinoderm_anatomy				
ECAO:0111820	right body rod middle portion skeletogenic mesenchyme cell	body rod middle portion skeletogenic mesenchyme cell	right body rod middle portion		stage 16	larval development	A skeletogenic mesenchyme cell composing the middle portion of a right body rod.																		echinoderm_anatomy				
ECAO:0111830	left body rod middle portion skeletogenic mesenchyme cell	body rod middle portion skeletogenic mesenchyme cell	left body rod middle portion		stage 16	larval development	A skeletogenic mesenchyme cell composing the middle portion of a left body rod.																		echinoderm_anatomy				
ECAO:0111840	scheitel skeletogenic mesenchyme cell	skeletal rod skeletogenic mesenchyme cell	scheitel		stage 19	larval development	A skeletogenic mesenchyme cell part of a scheitel.																		echinoderm_anatomy				
ECAO:0111850	recurrent rod distal tip	skeletal rod distal tip	recurrent rod		stage 17	larval development	The distal tip of a recurrent rod, i.e. in connection with a dorsoventral connecting rod.																		echinoderm_anatomy				
ECAO:0111860	right recurrent rod distal tip	recurrent rod distal tip	right recurrent rod		stage 17	larval development	The distal tip of a right recurrent rod.																		echinoderm_anatomy				
ECAO:0111870	left recurrent rod distal tip	recurrent rod distal tip	left recurrent rod		stage 17	larval development	The distal tip of a left recurrent rod.																		echinoderm_anatomy				
ECAO:0111880	recurrent rod proximal tip	skeletal rod proximal tip	recurrent rod		stage 17	larval development	The proximal tip of a recurrent rod, i.e. away from a dorsoventral connecting rod.																		echinoderm_anatomy				
ECAO:0111890	right recurrent rod proximal tip	recurrent rod proximal tip	right recurrent rod		stage 17	larval development	The proximal tip of a right recurrent rod.																		echinoderm_anatomy				
ECAO:0111900	left recurrent rod proximal tip	recurrent rod proximal tip	left recurrent rod		stage 17	larval development	The proximal tip of a left recurrent rod.																		echinoderm_anatomy				
ECAO:0111910	recurrent rod middle portion	skeletal rod middle portion	recurrent rod		stage 17	larval development	The middle portion of a recurrent rod, i.e., comprised between the distal and proximal tips of the rod.																		echinoderm_anatomy				
ECAO:0111920	right recurrent rod middle portion	recurrent rod middle portion	right recurrent rod		stage 17	larval development	The middle portion of a right recurrent rod.																		echinoderm_anatomy				
ECAO:0111930	left recurrent rod middle portion	recurrent rod middle portion	left recurrent rod		stage 17	larval development	The middle portion of a left recurrent rod.																		echinoderm_anatomy				
ECAO:0111940	recurrent rod skeletogenic mesenchyme cell	skeletal rod skeletogenic mesenchyme cell	recurrent rod		stage 17	larval development	A skeletogenic mesenchyme cell part of a recurrent rod.																		echinoderm_anatomy				
ECAO:0111950	right recurrent rod skeletogenic mesenchyme cell	recurrent rod skeletogenic mesenchyme cell	right recurrent rod		stage 17	larval development	A skeletogenic mesenchyme cell part of a right recurrent rod.																		echinoderm_anatomy				
ECAO:0111960	left recurrent rod skeletogenic mesenchyme cell	recurrent rod skeletogenic mesenchyme cell	left recurrent rod		stage 17	larval development	A skeletogenic mesenchyme cell part of a left recurrent rod.																		echinoderm_anatomy				
ECAO:0111970	recurrent rod distal tip skeletogenic mesenchyme cell	skeletal rod skeletogenic mesenchyme cell	recurrent rod distal tip		stage 17	larval development	A skeletogenic mesenchyme cell composing the distal tip of a recurrent rod.																		echinoderm_anatomy				
ECAO:0111980	right recurrent rod distal tip skeletogenic mesenchyme cell	recurrent rod distal tip skeletogenic mesenchyme cell	right recurrent rod distal tip		stage 17	larval development	A skeletogenic mesenchyme cell composing the distal tip of a right recurrent rod.																		echinoderm_anatomy				
ECAO:0111990	left recurrent rod distal tip skeletogenic mesenchyme cell	recurrent rod distal tip skeletogenic mesenchyme cell	left recurrent rod distal tip		stage 17	larval development	A skeletogenic mesenchyme cell composing the distal tip of a left recurrent rod.																		echinoderm_anatomy				
ECAO:0112000	recurrent rod proximal tip skeletogenic mesenchyme cell	skeletal rod skeletogenic mesenchyme cell	recurrent rod proximal tip		stage 17	larval development	A skeletogenic mesenchyme cell composing the proximal tip of a recurrent rod.																		echinoderm_anatomy				
ECAO:0112010	right recurrent rod proximal tip skeletogenic mesenchyme cell	recurrent rod proximal tip skeletogenic mesenchyme cell	right recurrent rod proximal tip		stage 17	larval development	A skeletogenic mesenchyme cell composing the proximal tip of a right recurrent rod.																		echinoderm_anatomy				
ECAO:0112020	left recurrent rod proximal tip skeletogenic mesenchyme cell	recurrent rod proximal tip skeletogenic mesenchyme cell	left recurrent rod proximal tip		stage 17	larval development	A skeletogenic mesenchyme cell composing the proximal tip of a left recurrent rod.																		echinoderm_anatomy				
ECAO:0112030	recurrent rod middle portion skeletogenic mesenchyme cell	skeletal rod middle portion skeletogenic mesenchyme cell	recurrent rod middle portion		stage 17	larval development	A skeletogenic mesenchyme cell composing the middle portion of a recurrent rod, comprised between the distal and proximal tips of the rod.																		echinoderm_anatomy				
ECAO:0112040	right recurrent rod middle portion skeletogenic mesenchyme cell	recurrent rod middle portion skeletogenic mesenchyme cell	right recurrent rod middle portion		stage 17	larval development	A skeletogenic mesenchyme cell composing the middle portion of a right recurrent rod.																		echinoderm_anatomy				
ECAO:0112050	left recurrent rod middle portion skeletogenic mesenchyme cell	recurrent rod middle portion skeletogenic mesenchyme cell	left recurrent rod middle portion		stage 17	larval development	A skeletogenic mesenchyme cell composing the middle portion of a left recurrent rod.																		echinoderm_anatomy				
ECAO:0112060	enoderm cell	cell	endoderm		stage 12	adult stage	A cell part of the endoderm germ layer.	endodermal cell																	echinoderm_anatomy				
ECAO:0112070	vegetal tier 1 endoderm	presumptive endoderm	vegetal hemisphere	ectoendoderm	stage 11	stage 11	The presumptive endoderm that develops specifically from the cells of the vegetal tier 1.	veg1 endo, veg1 endoderm																	echinoderm_anatomy				
ECAO:0112080	vegetal tier 2 endoderm	presumptive endoderm	vegetal hemisphere	endomesoderm	stage 11	stage 11	The presumptive endoderm that develops specifically from the cells of the vegetal tier 2.	veg2 endo, veg2 endoderm																	echinoderm_anatomy				
